9.574104991846970947e+00,1.574255157948802608e-01,6.910059938163711779e-01,-4.315713605235238504e-02,-1.552954132267168053e-01,1.129341414504505536e+00,2.644636246910448893e-02,-4.865460194323130705e-01,9.563637110538100172e-01,5.332782149068960864e-01
1.574255157948802608e-01,9.516405788939085397e+00,4.775706674507045335e-01,4.133350115422187443e-01,5.573757760805972405e-03,5.319445637044416531e-01,1.110015338701387799e-01,1.703313321565827210e-01,8.410552356850858891e-01,1.339150438891141270e+00
6.910059938163711779e-01,4.775706674507045335e-01,8.657419875443043367e+00,-3.116214469156085576e-01,1.655661756734426171e-01,1.922525604606586391e-01,1.858550526104247869e-01,4.101726968381149141e-01,2.288947710288162241e-01,-1.542732837897629883e-01
-4.315713605235238504e-02,4.133350115422187443e-01,-3.116214469156085576e-01,1.027052738944848542e+01,2.510052040949130037e-01,3.488119784932938727e-01,6.899257085224702601e-01,3.225580142507859516e-01,7.225342695622948286e-01,1.049988895536560829e+00
-1.552954132267168053e-01,5.573757760805972405e-03,1.655661756734426171e-01,2.510052040949130037e-01,9.651175624258939933e+00,6.508871185598346099e-01,1.526454530978052782e-01,-1.660545504300044162e-01,1.357887021611055456e+00,-1.980501853681688185e-01
1.129341414504505536e+00,5.319445637044416531e-01,1.922525604606586391e-01,3.488119784932938727e-01,6.508871185598346099e-01,1.091504476009647107e+01,8.010903551895254271e-01,3.394651895420085497e-01,9.688856856351786562e-02,1.340083279060859445e+00
2.644636246910448893e-02,1.110015338701387799e-01,1.858550526104247869e-01,6.899257085224702601e-01,1.526454530978052782e-01,8.010903551895254271e-01,9.264920739983613984e+00,-1.991906735855105415e-01,-2.148180080213470955e-01,8.596264198765809494e-01
-4.865460194323130705e-01,1.703313321565827210e-01,4.101726968381149141e-01,3.225580142507859516e-01,-1.660545504300044162e-01,3.394651895420085497e-01,-1.991906735855105415e-01,9.161652501126805959e+00,2.953425605950308896e-01,1.363712841586184055e-01
9.563637110538100172e-01,8.410552356850858891e-01,2.288947710288162241e-01,7.225342695622948286e-01,1.357887021611055456e+00,9.688856856351786562e-02,-2.148180080213470955e-01,2.953425605950308896e-01,1.014780653081204775e+01,1.962902713522890474e+00
5.332782149068960864e-01,1.339150438891141270e+00,-1.542732837897629883e-01,1.049988895536560829e+00,-1.980501853681688185e-01,1.340083279060859445e+00,8.596264198765809494e-01,1.363712841586184055e-01,1.962902713522890474e+00,1.060596323722459999e+01
