5.258422754396264054e+00,2.115740002439498113e+00,2.372998962287402591e+00,-7.637664481526462268e+00,8.334851761034318685e-01,4.656064516158034294e+00,-3.607920694131725448e+00,-2.301068721405896689e+00
4.046504671531574004e+00,-1.982330704427962331e+00,5.645735282011498768e+00,-4.622663634604913696e+00,-3.844424795067880041e+00,-2.902322445986110111e+00,-7.274089128074628263e+00,-3.199529923026867451e+00
7.968869578251045027e+00,-5.243135738922557465e+00,6.517425604444753162e-01,-3.233433065779429683e-01,-2.439118910750314839e+00,2.496534556610365385e+00,-2.273682629047188541e+00,7.589122251116485529e+00
-6.780686558921892981e+00,-1.495303391855756558e+00,4.513058273272584131e+00,-1.260470626406888783e+00,1.206403764673009249e+00,-9.605817492134455904e+00,5.225259866291240840e+00,-6.360957137575140585e+00
1.807983265506596382e-01,-2.797266379751041754e+00,3.118007870602038878e+00,-9.888477910031292950e+00,2.549916609461849504e+00,4.825648324416469848e+00,-3.129168403076896254e-01,8.895058241673439170e-01
-5.691976455099528209e+00,-8.727698153695154559e+00,-9.530292777544568494e+00,3.572673087050258545e+00,2.123972912351455022e+00,8.828376230184318274e-01,-7.111327577533290700e+00,-4.396680385290117066e+00
-4.428181168695939363e-01,1.131125645012783565e+00,-3.931846812838006855e-01,-1.720817091460528303e+00,1.433793272160261978e+00,5.965889077805924146e+00,3.291725784438508384e+00,4.643153834833746885e+00
6.098761101483852087e+00,9.337875404538170443e+00,8.573144739377859480e+00,-9.446095799099563095e+00,-8.130656849299471745e+00,9.905210624573086875e+00,-5.875488643409230605e+00,-5.976997128199970533e+00
-4.806406889783731984e+00,-9.457304327710001957e+00,6.063022935744427855e+00,8.695647867172631607e+00,8.119345819525403130e+00,4.573103662872261665e+00,-7.068958968284437816e+00,-4.861676396081485052e+00
-7.834597620701373444e+00,6.773441369867256867e+00,-1.069905081474527009e+00,7.706036718525432150e+00,-7.956228212832101576e+00,-2.534697447999512576e+00,-7.701304742515402424e+00,-7.391663142874074666e+00
-7.030055009609005978e+00,3.471412004910272131e+00,8.322469927368466358e+00,-3.288998834125216320e-01,-9.160223817880961406e+00,-6.573598798143742705e+00,1.356874117062679019e+00,-7.989691191966763029e+00
3.693224207863787356e+00,7.091411164718792293e+00,5.507179181903754994e+00,2.711559503757817069e+00,-4.474913913365328177e+00,-1.158234917210627657e+00,-1.441992445468684991e-01,-9.171779584623100945e+00
-3.087878581783652265e+00,-8.039504683032117072e+00,9.886545862833937548e+00,7.753729281979190091e+00,3.411403173205474815e+00,3.245327280802918324e+00,5.173601160634280660e+00,2.322461518337739506e-01
5.765821285485424497e+00,-6.959016747977759820e-01,-1.836230971462013528e+00,-9.376573243925943046e+00,7.225475672806460636e+00,-9.095369775519479560e-01,-4.319444925404702929e-02,1.708741616003798924e+00
2.173192196992385306e+00,-4.466052316672184830e+00,-1.485993210985665058e+00,3.825839122635098732e+00,2.696104623209505391e+00,8.280604139004438480e+00,8.128011900040039706e-01,-6.223240008635433362e+00
8.762654983991673419e+00,9.209025683090072079e+00,-6.508584554138414191e+00,-5.089354002430470203e+00,-6.729471145727410786e+00,2.936743028010264212e+00,-7.720315537274407447e+00,2.114675093772062198e+00
9.884161360010203623e+00,9.009186771208277378e-01,-8.278419541496548462e+00,-8.197640582998124259e+00,-9.354737505384845164e+00,-7.139353357337654415e-01,-1.783768543830888120e-03,-1.258157341260099926e+00
-8.833898797580788553e+00,7.505245104462687777e-02,9.612246914838188161e+00,-7.112604067137735520e+00,-9.305171510073577679e-01,5.850714197040389308e+00,-1.280798242109055352e+00,3.250872948585300293e+00
2.176187434058851622e+00,-4.805393046914653965e+00,7.765282101209798782e+00,-2.076550986930836729e+00,-4.605860054637567202e-01,9.446322004968763508e+00,-9.048526560390538265e+00,4.220816808560135414e+00
